round,overall,head,middle,tail,nontail,partition,method
93,68.14,71.5,66.41666666666667,69.95,67.6875,noniid-labeldir-fine,E2
94,68.16,71.5,66.45,69.95,67.7125,noniid-labeldir-fine,E2
95,68.18,71.5,66.46666666666667,70.0,67.725,noniid-labeldir-fine,E2
96,68.19,71.5,66.48333333333333,70.0,67.7375,noniid-labeldir-fine,E2
97,68.2,71.5,66.46666666666667,70.1,67.725,noniid-labeldir-fine,E2
98,68.23,71.5,66.5,70.15,67.75,noniid-labeldir-fine,E2
99,68.26,71.55,66.51666666666667,70.2,67.775,noniid-labeldir-fine,E2
100,68.29,71.6,66.55,70.2,67.8125,noniid-labeldir-fine,E2
0,64.95,67.7,63.56666666666667,66.35,64.6,noniid-labeldir-fine,E3
1,64.96,67.6,63.61666666666667,66.35,64.6125,noniid-labeldir-fine,E3
2,65.03,67.8,63.65,66.4,64.6875,noniid-labeldir-fine,E3
3,65.1,67.9,63.7,66.5,64.75,noniid-labeldir-fine,E3
4,65.14,67.95,63.71666666666667,66.6,64.775,noniid-labeldir-fine,E3
5,65.18,67.9,63.81666666666667,66.55,64.8375,noniid-labeldir-fine,E3
6,65.25,68.0,63.88333333333333,66.6,64.9125,noniid-labeldir-fine,E3
7,65.31,68.2,63.916666666666664,66.6,64.9875,noniid-labeldir-fine,E3
8,65.49,68.4,64.08333333333333,66.8,65.1625,noniid-labeldir-fine,E3
9,65.61,68.5,64.13333333333334,67.15,65.225,noniid-labeldir-fine,E3
10,65.78,68.7,64.25,67.45,65.3625,noniid-labeldir-fine,E3
11,65.8,68.7,64.3,67.4,65.4,noniid-labeldir-fine,E3
12,65.92,68.75,64.41666666666667,67.6,65.5,noniid-labeldir-fine,E3
13,66.04,68.95,64.5,67.75,65.6125,noniid-labeldir-fine,E3
14,66.09,69.0,64.53333333333333,67.85,65.65,noniid-labeldir-fine,E3
15,66.19,69.15,64.6,68.0,65.7375,noniid-labeldir-fine,E3
16,66.18,69.15,64.58333333333333,68.0,65.725,noniid-labeldir-fine,E3
17,66.23,69.1,64.65,68.1,65.7625,noniid-labeldir-fine,E3
18,66.34,69.15,64.76666666666667,68.25,65.8625,noniid-labeldir-fine,E3
19,66.37,69.25,64.8,68.2,65.9125,noniid-labeldir-fine,E3
20,66.63,69.4,65.13333333333334,68.35,66.2,noniid-labeldir-fine,E3
21,66.71,69.4,65.25,68.4,66.2875,noniid-labeldir-fine,E3
22,66.79,69.6,65.3,68.45,66.375,noniid-labeldir-fine,E3
23,66.86,69.8,65.35,68.45,66.4625,noniid-labeldir-fine,E3
24,66.95,69.95,65.45,68.45,66.575,noniid-labeldir-fine,E3
25,66.98,69.95,65.46666666666667,68.55,66.5875,noniid-labeldir-fine,E3
26,67.05,70.0,65.51666666666667,68.7,66.6375,noniid-labeldir-fine,E3
27,67.12,70.15,65.6,68.65,66.7375,noniid-labeldir-fine,E3
28,67.14,70.15,65.63333333333334,68.65,66.7625,noniid-labeldir-fine,E3
29,67.24,70.2,65.73333333333333,68.8,66.85,noniid-labeldir-fine,E3
30,67.51,70.7,65.88333333333334,69.2,67.0875,noniid-labeldir-fine,E3
31,67.55,70.8,65.9,69.25,67.125,noniid-labeldir-fine,E3
32,67.62,70.95,65.96666666666667,69.25,67.2125,noniid-labeldir-fine,E3
33,67.67,71.05,66.0,69.3,67.2625,noniid-labeldir-fine,E3
34,67.75,71.15,66.05,69.45,67.325,noniid-labeldir-fine,E3
35,67.79,71.2,66.11666666666666,69.4,67.3875,noniid-labeldir-fine,E3
36,67.87,71.25,66.18333333333334,69.55,67.45,noniid-labeldir-fine,E3
37,67.93,71.35,66.23333333333333,69.6,67.5125,noniid-labeldir-fine,E3
38,67.95,71.4,66.23333333333333,69.65,67.525,noniid-labeldir-fine,E3
39,67.98,71.35,66.26666666666667,69.75,67.5375,noniid-labeldir-fine,E3
40,68.15,71.55,66.31666666666666,70.25,67.625,noniid-labeldir-fine,E3
41,68.17,71.6,66.33333333333333,70.25,67.65,noniid-labeldir-fine,E3
42,68.21,71.65,66.35,70.35,67.675,noniid-labeldir-fine,E3
43,68.26,71.7,66.4,70.4,67.725,noniid-labeldir-fine,E3
44,68.29,71.7,66.46666666666667,70.35,67.775,noniid-labeldir-fine,E3
45,68.29,71.7,66.46666666666667,70.35,67.775,noniid-labeldir-fine,E3
46,68.34,71.8,66.51666666666667,70.35,67.8375,noniid-labeldir-fine,E3
47,68.4,71.85,66.58333333333333,70.4,67.9,noniid-labeldir-fine,E3
48,68.49,72.0,66.66666666666667,70.45,68.0,noniid-labeldir-fine,E3
49,68.52,72.05,66.65,70.6,68.0,noniid-labeldir-fine,E3
50,68.56,72.3,66.58333333333333,70.75,68.0125,noniid-labeldir-fine,E3
51,68.58,72.45,66.56666666666666,70.75,68.0375,noniid-labeldir-fine,E3
52,68.57,72.4,66.58333333333333,70.7,68.0375,noniid-labeldir-fine,E3
53,68.57,72.5,66.56666666666666,70.65,68.05,noniid-labeldir-fine,E3
54,68.61,72.6,66.61666666666666,70.6,68.1125,noniid-labeldir-fine,E3
55,68.67,72.7,66.66666666666667,70.65,68.175,noniid-labeldir-fine,E3
56,68.68,72.7,66.68333333333334,70.65,68.1875,noniid-labeldir-fine,E3
57,68.7,72.75,66.7,70.65,68.2125,noniid-labeldir-fine,E3
58,68.7,72.75,66.66666666666667,70.75,68.1875,noniid-labeldir-fine,E3
59,68.71,72.75,66.68333333333334,70.75,68.2,noniid-labeldir-fine,E3
60,68.83,73.15,66.68333333333334,70.95,68.3,noniid-labeldir-fine,E3
61,68.81,73.05,66.68333333333334,70.95,68.275,noniid-labeldir-fine,E3
62,68.82,73.05,66.71666666666667,70.9,68.3,noniid-labeldir-fine,E3
63,68.8,72.9,66.73333333333333,70.9,68.275,noniid-labeldir-fine,E3
64,68.8,72.95,66.73333333333333,70.85,68.2875,noniid-labeldir-fine,E3
65,68.82,72.9,66.76666666666667,70.9,68.3,noniid-labeldir-fine,E3
66,68.82,72.9,66.75,70.95,68.2875,noniid-labeldir-fine,E3
67,68.87,72.95,66.75,71.15,68.3,noniid-labeldir-fine,E3
68,68.88,73.0,66.75,71.15,68.3125,noniid-labeldir-fine,E3
69,68.88,73.05,66.73333333333333,71.15,68.3125,noniid-labeldir-fine,E3
70,68.92,73.5,66.58333333333333,71.35,68.3125,noniid-labeldir-fine,E3
71,68.98,73.5,66.65,71.45,68.3625,noniid-labeldir-fine,E3
72,69.01,73.5,66.7,71.45,68.4,noniid-labeldir-fine,E3
73,69.04,73.55,66.73333333333333,71.45,68.4375,noniid-labeldir-fine,E3
74,69.07,73.55,66.78333333333333,71.45,68.475,noniid-labeldir-fine,E3
75,69.09,73.7,66.78333333333333,71.4,68.5125,noniid-labeldir-fine,E3
76,69.12,73.8,66.8,71.4,68.55,noniid-labeldir-fine,E3
77,69.12,73.85,66.78333333333333,71.4,68.55,noniid-labeldir-fine,E3
78,69.11,73.85,66.76666666666667,71.4,68.5375,noniid-labeldir-fine,E3
79,69.18,74.0,66.78333333333333,71.55,68.5875,noniid-labeldir-fine,E3
80,69.27,74.2,66.81666666666666,71.7,68.6625,noniid-labeldir-fine,E3
81,69.31,74.15,66.85,71.85,68.675,noniid-labeldir-fine,E3
82,69.34,74.15,66.9,71.85,68.7125,noniid-labeldir-fine,E3
83,69.39,74.15,66.96666666666667,71.9,68.7625,noniid-labeldir-fine,E3
84,69.43,74.25,67.0,71.9,68.8125,noniid-labeldir-fine,E3
85,69.46,74.3,67.01666666666667,71.95,68.8375,noniid-labeldir-fine,E3
86,69.48,74.3,67.03333333333333,72.0,68.85,noniid-labeldir-fine,E3
87,69.5,74.3,67.05,72.05,68.8625,noniid-labeldir-fine,E3
88,69.51,74.3,67.06666666666666,72.05,68.875,noniid-labeldir-fine,E3
89,69.52,74.35,67.06666666666666,72.05,68.8875,noniid-labeldir-fine,E3
90,69.65,74.65,67.2,72.0,69.0625,noniid-labeldir-fine,E3
91,69.65,74.65,67.18333333333334,72.05,69.05,noniid-labeldir-fine,E3
92,69.66,74.65,67.2,72.05,69.0625,noniid-labeldir-fine,E3
93,69.69,74.75,67.23333333333333,72.0,69.1125,noniid-labeldir-fine,E3
94,69.72,74.75,67.26666666666667,72.05,69.1375,noniid-labeldir-fine,E3
95,69.74,74.8,67.28333333333333,72.05,69.1625,noniid-labeldir-fine,E3
96,69.77,74.8,67.33333333333333,72.05,69.2,noniid-labeldir-fine,E3
97,69.8,74.8,67.36666666666666,72.1,69.225,noniid-labeldir-fine,E3
98,69.81,74.9,67.33333333333333,72.15,69.225,noniid-labeldir-fine,E3
99,69.82,74.85,67.36666666666666,72.15,69.2375,noniid-labeldir-fine,E3
100,69.82,74.85,67.38333333333334,72.1,69.25,noniid-labeldir-fine,E3
0,64.95,67.7,63.56666666666667,66.35,64.6,noniid-labeldir-fine,J
1,64.97,67.6,63.61666666666667,66.4,64.6125,noniid-labeldir-fine,J
2,65.08,67.85,63.68333333333333,66.5,64.725,noniid-labeldir-fine,J
3,65.24,68.0,63.833333333333336,66.7,64.875,noniid-labeldir-fine,J
4,65.7,68.4,64.23333333333333,67.4,65.275,noniid-labeldir-fine,J
5,66.22,69.0,64.63333333333334,68.2,65.725,noniid-labeldir-fine,J
6,66.76,69.65,65.2,68.55,66.3125,noniid-labeldir-fine,J
7,67.21,70.3,65.58333333333333,69.0,66.7625,noniid-labeldir-fine,J
8,67.65,71.2,65.71666666666667,69.9,67.0875,noniid-labeldir-fine,J
9,67.95,71.6,66.03333333333333,70.05,67.425,noniid-labeldir-fine,J
10,68.18,72.1,66.16666666666667,70.3,67.65,noniid-labeldir-fine,J
11,68.32,72.3,66.21666666666667,70.65,67.7375,noniid-labeldir-fine,J
12,68.58,72.95,66.4,70.75,68.0375,noniid-labeldir-fine,J
13,68.64,73.15,66.41666666666667,70.8,68.1,noniid-labeldir-fine,J
14,68.81,73.5,66.43333333333334,71.25,68.2,noniid-labeldir-fine,J
15,69.04,74.15,66.58333333333333,71.3,68.475,noniid-labeldir-fine,J
16,69.18,74.5,66.58333333333333,71.65,68.5625,noniid-labeldir-fine,J
17,69.41,74.65,66.88333333333334,71.75,68.825,noniid-labeldir-fine,J
18,69.56,74.75,67.11666666666666,71.7,69.025,noniid-labeldir-fine,J
19,69.65,74.7,67.18333333333334,72.0,69.0625,noniid-labeldir-fine,J
20,69.9,74.9,67.45,72.25,69.3125,noniid-labeldir-fine,J
21,70.03,74.75,67.61666666666666,72.55,69.4,noniid-labeldir-fine,J
22,70.19,74.8,67.81666666666666,72.7,69.5625,noniid-labeldir-fine,J
23,70.28,75.0,67.91666666666667,72.65,69.6875,noniid-labeldir-fine,J
24,70.38,75.0,67.98333333333333,72.95,69.7375,noniid-labeldir-fine,J
25,70.4,74.85,68.06666666666666,72.95,69.7625,noniid-labeldir-fine,J
26,70.4,74.7,68.16666666666667,72.8,69.8,noniid-labeldir-fine,J
27,70.46,74.7,68.26666666666667,72.8,69.875,noniid-labeldir-fine,J
28,70.58,74.65,68.4,73.05,69.9625,noniid-labeldir-fine,J
29,70.67,74.85,68.53333333333333,72.9,70.1125,noniid-labeldir-fine,J
30,70.8,75.1,68.68333333333334,72.85,70.2875,noniid-labeldir-fine,J
31,70.8,74.95,68.75,72.8,70.3,noniid-labeldir-fine,J
32,70.77,75.0,68.68333333333334,72.8,70.2625,noniid-labeldir-fine,J
33,70.87,75.05,68.86666666666666,72.7,70.4125,noniid-labeldir-fine,J
34,70.87,75.1,68.88333333333334,72.6,70.4375,noniid-labeldir-fine,J
35,70.86,75.05,68.93333333333334,72.45,70.4625,noniid-labeldir-fine,J
36,70.84,75.05,68.96666666666667,72.25,70.4875,noniid-labeldir-fine,J
37,71.02,75.45,69.1,72.35,70.6875,noniid-labeldir-fine,J
38,71.04,75.35,69.18333333333334,72.3,70.725,noniid-labeldir-fine,J
39,70.9,75.35,69.11666666666666,71.8,70.675,noniid-labeldir-fine,J
40,71.04,75.5,69.31666666666666,71.75,70.8625,noniid-labeldir-fine,J
41,71.12,75.65,69.36666666666666,71.85,70.9375,noniid-labeldir-fine,J
42,71.08,75.5,69.41666666666667,71.65,70.9375,noniid-labeldir-fine,J
43,71.16,75.6,69.55,71.55,71.0625,noniid-labeldir-fine,J
44,71.15,75.65,69.51666666666667,71.55,71.05,noniid-labeldir-fine,J
45,71.22,75.9,69.55,71.55,71.1375,noniid-labeldir-fine,J
46,71.3,76.0,69.63333333333334,71.6,71.225,noniid-labeldir-fine,J
47,71.39,76.0,69.73333333333333,71.75,71.3,noniid-labeldir-fine,J
48,71.43,76.05,69.7,72.0,71.2875,noniid-labeldir-fine,J
49,71.61,75.85,70.05,72.05,71.5,noniid-labeldir-fine,J
50,71.68,76.15,70.0,72.25,71.5375,noniid-labeldir-fine,J
51,71.74,76.15,70.11666666666666,72.2,71.625,noniid-labeldir-fine,J
52,71.66,76.2,70.0,72.1,71.55,noniid-labeldir-fine,J
53,71.66,76.25,70.01666666666667,72.0,71.575,noniid-labeldir-fine,J
54,71.78,76.4,70.15,72.05,71.7125,noniid-labeldir-fine,J
55,71.73,76.5,70.1,71.85,71.7,noniid-labeldir-fine,J
56,71.75,76.5,70.15,71.8,71.7375,noniid-labeldir-fine,J
57,71.8,76.55,70.21666666666667,71.8,71.8,noniid-labeldir-fine,J
58,71.8,76.45,70.28333333333333,71.7,71.825,noniid-labeldir-fine,J
59,71.82,76.6,70.25,71.75,71.8375,noniid-labeldir-fine,J
60,71.75,76.65,70.18333333333334,71.55,71.8,noniid-labeldir-fine,J
61,71.84,76.7,70.31666666666666,71.55,71.9125,noniid-labeldir-fine,J
62,71.96,76.65,70.45,71.8,72.0,noniid-labeldir-fine,J
63,71.94,76.5,70.33333333333333,72.2,71.875,noniid-labeldir-fine,J
64,71.99,76.55,70.41666666666667,72.15,71.95,noniid-labeldir-fine,J
65,71.97,76.45,70.43333333333334,72.1,71.9375,noniid-labeldir-fine,J
66,71.96,76.1,70.56666666666666,72.0,71.95,noniid-labeldir-fine,J
67,71.99,76.25,70.51666666666667,72.15,71.95,noniid-labeldir-fine,J
68,72.0,76.3,70.5,72.2,71.95,noniid-labeldir-fine,J
69,72.09,76.55,70.56666666666666,72.2,72.0625,noniid-labeldir-fine,J
70,72.0,76.45,70.53333333333333,71.95,72.0125,noniid-labeldir-fine,J
71,72.03,76.45,70.6,71.9,72.0625,noniid-labeldir-fine,J
72,72.11,76.55,70.7,71.9,72.1625,noniid-labeldir-fine,J
73,72.17,76.8,70.71666666666667,71.9,72.2375,noniid-labeldir-fine,J
74,72.14,76.75,70.7,71.85,72.2125,noniid-labeldir-fine,J
75,72.15,76.7,70.76666666666667,71.75,72.25,noniid-labeldir-fine,J
76,72.1,76.75,70.7,71.65,72.2125,noniid-labeldir-fine,J
77,72.13,76.75,70.8,71.5,72.2875,noniid-labeldir-fine,J
78,72.11,76.9,70.73333333333333,71.45,72.275,noniid-labeldir-fine,J
79,72.16,76.95,70.76666666666667,71.55,72.3125,noniid-labeldir-fine,J
80,72.16,77.15,70.8,71.25,72.3875,noniid-labeldir-fine,J
81,72.19,76.85,70.9,71.4,72.3875,noniid-labeldir-fine,J
82,72.17,77.15,70.8,71.3,72.3875,noniid-labeldir-fine,J
83,72.17,77.05,70.86666666666666,71.2,72.4125,noniid-labeldir-fine,J
84,72.2,77.15,70.83333333333333,71.35,72.4125,noniid-labeldir-fine,J
85,72.24,77.15,70.86666666666666,71.45,72.4375,noniid-labeldir-fine,J
86,72.27,77.25,70.88333333333334,71.45,72.475,noniid-labeldir-fine,J
87,72.34,77.3,70.95,71.55,72.5375,noniid-labeldir-fine,J
88,72.31,77.3,70.95,71.4,72.5375,noniid-labeldir-fine,J
89,72.36,77.3,71.03333333333333,71.4,72.6,noniid-labeldir-fine,J
90,72.39,77.3,71.03333333333333,71.55,72.6,noniid-labeldir-fine,J
91,72.33,77.1,70.9,71.85,72.45,noniid-labeldir-fine,J
92,72.26,77.2,70.85,71.55,72.4375,noniid-labeldir-fine,J
93,72.35,77.05,71.05,71.55,72.55,noniid-labeldir-fine,J
94,72.32,77.35,70.95,71.4,72.55,noniid-labeldir-fine,J
95,72.22,77.0,71.0,71.1,72.5,noniid-labeldir-fine,J
96,72.35,77.45,71.08333333333333,71.05,72.675,noniid-labeldir-fine,J
97,72.4,77.35,71.15,71.2,72.7,noniid-labeldir-fine,J
98,72.34,77.4,71.1,71.0,72.675,noniid-labeldir-fine,J
99,72.34,77.2,71.1,71.2,72.625,noniid-labeldir-fine,J
100,72.3,77.15,71.03333333333333,71.25,72.5625,noniid-labeldir-fine,J
0,64.95,67.7,63.56666666666667,66.35,64.6,noniid-labeldir-fine,S
1,64.96,67.6,63.61666666666667,66.35,64.6125,noniid-labeldir-fine,S
2,65.05,67.8,63.666666666666664,66.45,64.7,noniid-labeldir-fine,S
3,65.13,67.95,63.68333333333333,66.65,64.75,noniid-labeldir-fine,S
4,65.25,67.95,63.9,66.6,64.9125,noniid-labeldir-fine,S
5,65.43,68.2,64.05,66.8,65.0875,noniid-labeldir-fine,S
6,65.71,68.5,64.18333333333334,67.5,65.2625,noniid-labeldir-fine,S
7,65.91,68.75,64.33333333333333,67.8,65.4375,noniid-labeldir-fine,S
8,66.16,69.05,64.58333333333333,68.0,65.7,noniid-labeldir-fine,S
9,66.45,69.45,64.86666666666666,68.2,66.0125,noniid-labeldir-fine,S
10,66.62,69.7,65.01666666666667,68.35,66.1875,noniid-labeldir-fine,S
11,66.9,69.85,65.36666666666666,68.55,66.4875,noniid-labeldir-fine,S
12,67.14,70.3,65.53333333333333,68.8,66.725,noniid-labeldir-fine,S
13,67.28,70.3,65.66666666666667,69.1,66.825,noniid-labeldir-fine,S
14,67.5,70.7,65.8,69.4,67.025,noniid-labeldir-fine,S
15,67.7,71.1,65.86666666666666,69.8,67.175,noniid-labeldir-fine,S
16,67.81,71.35,65.88333333333334,70.05,67.25,noniid-labeldir-fine,S
17,67.94,71.55,66.01666666666667,70.1,67.4,noniid-labeldir-fine,S
18,68.02,71.7,66.06666666666666,70.2,67.475,noniid-labeldir-fine,S
19,68.1,71.85,66.13333333333334,70.25,67.5625,noniid-labeldir-fine,S
20,68.21,71.95,66.26666666666667,70.3,67.6875,noniid-labeldir-fine,S
21,68.33,72.2,66.28333333333333,70.6,67.7625,noniid-labeldir-fine,S
22,68.37,72.25,66.35,70.55,67.825,noniid-labeldir-fine,S
23,68.54,72.75,66.41666666666667,70.7,68.0,noniid-labeldir-fine,S
24,68.56,72.85,66.41666666666667,70.7,68.025,noniid-labeldir-fine,S
25,68.56,72.95,66.36666666666666,70.75,68.0125,noniid-labeldir-fine,S
26,68.58,73.0,66.38333333333334,70.75,68.0375,noniid-labeldir-fine,S
27,68.69,73.15,66.46666666666667,70.9,68.1375,noniid-labeldir-fine,S
28,68.81,73.45,66.51666666666667,71.05,68.25,noniid-labeldir-fine,S
29,68.92,73.6,66.53333333333333,71.4,68.3,noniid-labeldir-fine,S
30,69.06,73.95,66.61666666666666,71.5,68.45,noniid-labeldir-fine,S
31,69.15,74.3,66.66666666666667,71.45,68.575,noniid-labeldir-fine,S
32,69.24,74.4,66.73333333333333,71.6,68.65,noniid-labeldir-fine,S
33,69.32,74.5,66.8,71.7,68.725,noniid-labeldir-fine,S
34,69.3,74.5,66.78333333333333,71.65,68.7125,noniid-labeldir-fine,S
35,69.39,74.65,66.85,71.75,68.8,noniid-labeldir-fine,S
36,69.47,74.7,66.98333333333333,71.7,68.9125,noniid-labeldir-fine,S
37,69.5,74.75,67.03333333333333,71.65,68.9625,noniid-labeldir-fine,S
38,69.52,74.7,67.11666666666666,71.55,69.0125,noniid-labeldir-fine,S
39,69.62,74.8,67.21666666666667,71.65,69.1125,noniid-labeldir-fine,S
40,69.65,74.75,67.25,71.75,69.125,noniid-labeldir-fine,S
41,69.7,74.75,67.26666666666667,71.95,69.1375,noniid-labeldir-fine,S
42,69.76,74.85,67.3,72.05,69.1875,noniid-labeldir-fine,S
43,69.83,74.9,67.35,72.2,69.2375,noniid-labeldir-fine,S
44,69.93,74.95,67.45,72.35,69.325,noniid-labeldir-fine,S
45,70.01,74.9,67.55,72.5,69.3875,noniid-labeldir-fine,S
46,70.05,74.9,67.6,72.55,69.425,noniid-labeldir-fine,S
47,70.11,74.9,67.71666666666667,72.5,69.5125,noniid-labeldir-fine,S
48,70.14,74.9,67.73333333333333,72.6,69.525,noniid-labeldir-fine,S
49,70.2,74.85,67.85,72.6,69.6,noniid-labeldir-fine,S
50,70.21,74.95,67.8,72.7,69.5875,noniid-labeldir-fine,S
51,70.21,75.0,67.78333333333333,72.7,69.5875,noniid-labeldir-fine,S
52,70.24,74.9,67.85,72.75,69.6125,noniid-labeldir-fine,S
53,70.3,74.95,67.9,72.85,69.6625,noniid-labeldir-fine,S
54,70.25,74.85,67.9,72.7,69.6375,noniid-labeldir-fine,S
55,70.27,74.8,67.93333333333334,72.75,69.65,noniid-labeldir-fine,S
56,70.32,74.8,68.0,72.8,69.7,noniid-labeldir-fine,S
57,70.38,74.85,68.05,72.9,69.75,noniid-labeldir-fine,S
58,70.44,74.9,68.15,72.85,69.8375,noniid-labeldir-fine,S
59,70.47,74.95,68.18333333333334,72.85,69.875,noniid-labeldir-fine,S
60,70.46,74.9,68.2,72.8,69.875,noniid-labeldir-fine,S
61,70.53,74.95,68.26666666666667,72.9,69.9375,noniid-labeldir-fine,S
62,70.54,74.95,68.3,72.85,69.9625,noniid-labeldir-fine,S
63,70.5,74.95,68.28333333333333,72.7,69.95,noniid-labeldir-fine,S
64,70.52,75.05,68.3,72.65,69.9875,noniid-labeldir-fine,S
65,70.62,75.05,68.4,72.85,70.0625,noniid-labeldir-fine,S
66,70.57,74.95,68.36666666666666,72.8,70.0125,noniid-labeldir-fine,S
67,70.59,74.95,68.41666666666667,72.75,70.05,noniid-labeldir-fine,S
68,70.65,75.05,68.48333333333333,72.75,70.125,noniid-labeldir-fine,S
69,70.68,75.2,68.48333333333333,72.75,70.1625,noniid-labeldir-fine,S
70,70.78,75.3,68.58333333333333,72.85,70.2625,noniid-labeldir-fine,S
71,70.79,75.3,68.6,72.85,70.275,noniid-labeldir-fine,S
72,70.74,75.35,68.53333333333333,72.75,70.2375,noniid-labeldir-fine,S
73,70.8,75.4,68.58333333333333,72.85,70.2875,noniid-labeldir-fine,S
74,70.81,75.35,68.65,72.75,70.325,noniid-labeldir-fine,S
75,70.8,75.3,68.66666666666667,72.7,70.325,noniid-labeldir-fine,S
76,70.86,75.3,68.73333333333333,72.8,70.375,noniid-labeldir-fine,S
77,70.83,75.3,68.7,72.75,70.35,noniid-labeldir-fine,S
78,70.8,75.3,68.63333333333334,72.8,70.3,noniid-labeldir-fine,S
79,70.79,75.3,68.63333333333334,72.75,70.3,noniid-labeldir-fine,S
80,70.77,75.2,68.65,72.7,70.2875,noniid-labeldir-fine,S
81,70.81,75.25,68.73333333333333,72.6,70.3625,noniid-labeldir-fine,S
82,70.8,75.25,68.73333333333333,72.55,70.3625,noniid-labeldir-fine,S
83,70.84,75.25,68.81666666666666,72.5,70.425,noniid-labeldir-fine,S
84,70.86,75.25,68.85,72.5,70.45,noniid-labeldir-fine,S
85,70.89,75.35,68.88333333333334,72.45,70.5,noniid-labeldir-fine,S
86,70.9,75.4,68.88333333333334,72.45,70.5125,noniid-labeldir-fine,S
87,70.93,75.5,68.91666666666667,72.4,70.5625,noniid-labeldir-fine,S
88,70.99,75.5,69.0,72.45,70.625,noniid-labeldir-fine,S
89,70.99,75.55,69.01666666666667,72.35,70.65,noniid-labeldir-fine,S
90,71.02,75.6,69.05,72.35,70.6875,noniid-labeldir-fine,S
91,71.04,75.65,69.05,72.4,70.7,noniid-labeldir-fine,S
92,71.04,75.6,69.06666666666666,72.4,70.7,noniid-labeldir-fine,S
93,71.09,75.7,69.13333333333334,72.35,70.775,noniid-labeldir-fine,S
94,71.05,75.7,69.13333333333334,72.15,70.775,noniid-labeldir-fine,S
95,71.13,75.75,69.28333333333333,72.05,70.9,noniid-labeldir-fine,S
96,71.12,75.85,69.25,72.0,70.9,noniid-labeldir-fine,S
97,71.16,75.9,69.3,72.0,70.95,noniid-labeldir-fine,S
98,71.16,75.9,69.31666666666666,71.95,70.9625,noniid-labeldir-fine,S
99,71.24,75.9,69.41666666666667,72.05,71.0375,noniid-labeldir-fine,S
100,71.22,75.95,69.38333333333334,72.0,71.025,noniid-labeldir-fine,S
